Place_Id,Mean_Rating,Place_Name,Category,City,Price,Time_Minutes,Lat,Long
253,3.5,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,90.0,-6.8585406,107.6365486
254,3.789473684210526,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,60.0,-6.8844199,107.6068344
255,3.24,Museum Barli,Budaya,Bandung,15000,180.0,-6.8782387,107.5875349
256,3.2,Wisata Batu Kuda,Cagar Alam,Bandung,10000,90.0,-6.8936106,107.7447399
257,2.7916666666666665,Monumen Bandung Lautan Api,Budaya,Bandung,0,90.0,-6.9338497,107.604925
258,3.0416666666666665,Museum Gedung Sate,Budaya,Bandung,5000,90.0,-6.9026379,107.619169
259,2.857142857142857,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,45.0,-6.8934327,107.6185513
260,3.107142857142857,Museum Pos Indonesia,Budaya,Bandung,0,90.0,-6.902013,107.6197787
261,3.473684210526316,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,90.0,-6.786939,107.5837331
262,2.4705882352941178,Wot Batu,Cagar Alam,Bandung,50000,90.0,-6.8597013,107.6360983
263,3.5238095238095237,Curug Batu Templek,Cagar Alam,Bandung,5000,90.0,-6.8743633,107.6844023
264,3.0833333333333335,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,90.0,-6.9148394,107.6105511
265,3.064516129032258,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,60.0,-6.9173405,107.6112627
266,2.76,Caringin Tilu,Cagar Alam,Bandung,0,90.0,-6.8580464,107.6647084
267,2.9444444444444446,Panama Park 825,Taman Hiburan,Bandung,50000,90.0,-6.9119768,107.569674
268,2.875,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,150.0,-6.8423638,107.6232403
269,2.923076923076923,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,90.0,-6.8932173,107.7448856
270,2.9285714285714284,Bukit Bintang,Cagar Alam,Bandung,25000,90.0,-6.8417795,107.6768585
271,2.888888888888889,Taman Vanda,Taman Hiburan,Bandung,0,45.0,-6.9140478,107.6101684
272,3.1363636363636362,Taman Budaya Jawa Barat,Budaya,Bandung,0,120.0,-6.870099,107.6164386
273,2.4761904761904763,Curug Bugbrug,Cagar Alam,Bandung,7500,120.0,-6.790389,107.5777632
274,2.6333333333333333,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,90.0,-6.8853746,107.6111899
275,2.6153846153846154,Curug Cipanas,Cagar Alam,Bandung,20000,180.0,-6.7991958,107.5922088
276,2.9166666666666665,Taman Jomblo,Taman Hiburan,Bandung,10000,30.0,-6.8980549,107.6094673
277,3.1052631578947367,Peta Park,Taman Hiburan,Bandung,15000,90.0,-6.9317951,107.5883026
278,3.0526315789473686,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,90.0,-6.863527,107.5899194
279,3.642857142857143,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,90.0,-6.9259635,107.6354278
280,3.0,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,90.0,-6.9347698,107.6253513
281,3.1052631578947367,Tektona Waterpark,Taman Hiburan,Bandung,60000,90.0,-7.0096022,107.6062161
282,3.347826086956522,Curug Cilengkrang,Cagar Alam,Bandung,7500,60.0,-6.8908877,107.7307085
283,3.0555555555555554,Jembatan Pasupati,Taman Hiburan,Bandung,0,90.0,-6.9000987,107.6046708
284,3.2857142857142856,Pasar Baru,Pusat Perbelanjaan,Bandung,0,90.0,-6.9177044,107.6036014
285,2.8,Taman Sejarah Bandung,Budaya,Bandung,0,45.0,-6.9103086,107.6098619
286,2.588235294117647,Roemah Seni Sarasvati,Budaya,Bandung,0,90.0,-6.9204173,107.5996425
287,3.5,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,90.0,-6.852208,107.493882
288,2.8333333333333335,Masjid Salman ITB,Tempat Ibadah,Bandung,0,90.0,-6.8936643,107.611271
289,2.8823529411764706,Curug Aseupan,Cagar Alam,Bandung,10000,90.0,-6.7875652,107.5822844
290,2.9565217391304346,Museum Pendidikan Nasional,Budaya,Bandung,5000,90.0,-6.8597474,107.5941693
291,3.130434782608696,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,90.0,-6.9805807,107.5856567
292,3.1,Curug Anom,Cagar Alam,Bandung,0,90.0,-6.8116009,107.5695213
293,3.3125,Taman Badak,Taman Hiburan,Bandung,0,90.0,-6.9132752,107.6094908
294,3.090909090909091,Taman Film,Budaya,Bandung,0,90.0,-6.8986869,107.6077451
295,3.3333333333333335,Museum Nike Ardilla,Budaya,Bandung,0,90.0,-6.9406015,107.6725445
296,2.730769230769231,Batununggal Indah Club,Taman Hiburan,Bandung,70000,90.0,-6.96323,107.626416
297,3.185185185185185,Mountain View Golf Club,Cagar Alam,Bandung,375000,120.0,-6.8629384,107.6482191
298,2.769230769230769,Gunung Lalakon,Cagar Alam,Bandung,0,90.0,-6.9580556,107.5205556
299,2.764705882352941,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,120.0,-6.7495268,107.478658
300,3.6551724137931036,Sanghyang Heuleut,Cagar Alam,Bandung,10000,90.0,-6.8765131,107.3422183
301,2.923076923076923,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,150.0,-6.842535,107.622698
302,2.76,Masjid Pusdai,Tempat Ibadah,Bandung,0,90.0,-6.9000672,107.62587
303,2.9523809523809526,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,90.0,-6.919425,107.6078639
304,2.95,Situ Cileunca,Cagar Alam,Bandung,2500,90.0,-7.1923281,107.5510012
305,2.875,Sunrise Point Cukul,Cagar Alam,Bandung,10000,90.0,-7.233689,107.5342933
306,3.0476190476190474,Sungai Palayangan,Cagar Alam,Bandung,150000,90.0,-7.1965023,107.5454594
307,2.8076923076923075,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,90.0,-7.2274463,107.6050805
308,3.4,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,90.0,-6.7380853,107.6566092
309,3.3043478260869565,Observatorium Bosscha,Cagar Alam,Bandung,25000,90.0,-6.8246311,107.6171106
310,2.9047619047619047,Taman Bunga Cihideung,Cagar Alam,Bandung,0,45.0,-6.8038883,107.5866313
311,2.9047619047619047,The Lodge Maribaya,Cagar Alam,Bandung,25000,150.0,-6.8294112,107.6874666
312,3.185185185185185,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,90.0,-6.8585841,107.6306089
313,2.761904761904762,Taman Begonia,Cagar Alam,Bandung,10000,90.0,-6.8260163,107.6383564
314,3.5416666666666665,Tafso Barn,Cagar Alam,Bandung,0,180.0,-6.8426446,107.6228408
315,3.0,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,90.0,-6.8131767,107.7136367
316,3.0,Curug Malela,Cagar Alam,Bandung,10000,90.0,-7.0182386,107.2072145
317,3.0952380952380953,Curug Cimahi,Cagar Alam,Bandung,15000,30.0,-6.7977383,107.5783691
318,3.111111111111111,Situ Patenggang,Cagar Alam,Bandung,20000,90.0,-7.1669649,107.3575344
319,3.193548387096774,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,90.0,-7.1724126,107.3766656
320,3.1666666666666665,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,60.0,-7.1471529,107.3901424
321,3.75,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,90.0,-7.1675908,107.3532419
322,3.793103448275862,Bukit Jamur,Cagar Alam,Bandung,0,90.0,-7.1951102,107.4312811
323,3.066666666666667,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,90.0,-6.601321,106.632734
324,2.9545454545454546,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,90.0,-7.1147877,107.4380865
325,2.925925925925926,Saung Angklung Mang Udjo,Budaya,Bandung,75000,90.0,-6.8971362,107.6558466
326,2.65,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,90.0,-6.8590047,107.568779
327,3.1578947368421053,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,90.0,-6.817327,107.61794
328,3.125,Gua Pawon,Cagar Alam,Bandung,10000,90.0,-6.8231833,107.4371655
329,2.6666666666666665,Bukit Gantole Cililin,Cagar Alam,Bandung,0,45.0,-6.9588812,107.4713147
330,2.85,Bandros City Tour,Budaya,Bandung,40000,90.0,-6.9220816,107.6073182
331,2.84375,Kyotoku Floating Market,Budaya,Bandung,175000,150.0,-6.819875,107.618707
332,3.5652173913043477,Rainbow Garden,Cagar Alam,Bandung,20000,90.0,-6.8179514,107.618914
333,3.5,Kota Mini,Taman Hiburan,Bandung,20000,90.0,-6.8186888,107.6169403
334,3.1666666666666665,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,90.0,-6.9012241,107.6099853
335,3.3043478260869565,Candi Gedong Songo,Budaya,Semarang,10000,60.0,-7.2098867,110.3421119
336,3.303030303030303,Grand Maerakaca,Taman Hiburan,Semarang,15000,60.0,-6.9605225,110.3863941
337,3.0952380952380953,Kampung Pelangi,Taman Hiburan,Semarang,3000,30.0,-6.9888812,110.4083781
338,2.5357142857142856,Lawang Sewu,Budaya,Semarang,10000,60.0,-6.9839099,110.4104342
339,3.0,Sam Poo Kong Temple,Budaya,Semarang,35000,60.0,-6.9962366,110.398122
340,3.3157894736842106,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,90.0,-7.0205245,110.3754605
341,3.16,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,60.0,-7.0296837,110.3999611
342,3.36,Taman Kasmaran,Taman Hiburan,Semarang,3000,90.0,-6.9909404,110.4065932
343,2.8461538461538463,Pantai Baruna,Bahari,Semarang,3000,60.0,-6.9451052,110.3982398
344,2.787878787878788,Pantai Marina,Bahari,Semarang,3000,60.0,-6.948877,110.3893285
345,3.2,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,60.0,-6.9687731,110.4319505
346,3.2,Indonesia Kaya Park,Taman Hiburan,Semarang,0,45.0,-6.9923507,110.4201162
347,3.0,Taman Pandanaran,Taman Hiburan,Semarang,0,45.0,-6.9877936,110.4172262
348,3.074074074074074,Pura Giri Natha,Budaya,Semarang,20000,60.0,-6.9984759,110.4106468
349,2.7222222222222223,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,90.0,-6.9685618,110.3459696
350,3.411764705882353,Pantai Cipta,Bahari,Semarang,5000,90.0,-6.9486402,110.4102923
351,3.2857142857142856,Old City 3D Trick Art Museum,Budaya,Semarang,50000,60.0,-6.9684064,110.4261995
352,3.1363636363636362,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,60.0,-6.9683488,110.4274767
353,3.4444444444444446,Taman Srigunting,Taman Hiburan,Semarang,0,60.0,-6.9681728,110.4278262
354,2.9473684210526314,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,90.0,-6.9675,110.4282
355,3.033333333333333,Umbul Sidomukti,Cagar Alam,Semarang,75000,60.0,-7.1945903,110.3733583
356,2.8823529411764706,Saloka Theme Park,Taman Hiburan,Semarang,150000,180.0,-7.2807262,110.4595539
357,3.217391304347826,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,45.0,-7.1157969,110.4217966
358,3.2941176470588234,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,60.0,-7.0187782,110.2937134
359,3.1,Taman Bunga Celosia,Cagar Alam,Semarang,25000,90.0,-7.2255041,110.3463166
360,2.9166666666666665,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,60.0,-7.3580963,110.4210681
361,2.6666666666666665,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,60.0,-7.2141582,110.3769541
362,3.1333333333333333,Danau Rawa Pening,Cagar Alam,Semarang,15000,60.0,-7.2854929,110.4321671
363,2.869565217391304,Pantai Maron,Bahari,Semarang,5000,60.0,-6.9545687,110.3600951
364,3.1666666666666665,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,60.0,-7.0218894,110.4383345
365,3.1052631578947367,Waduk Jatibarang,Cagar Alam,Semarang,2500,60.0,-7.0370499,110.3477586
366,2.903225806451613,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,150.0,-7.132106,110.394523
367,3.2903225806451615,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,60.0,-7.3126613,110.3746785
368,3.1,Kampoeng Rawa,Cagar Alam,Semarang,3000,60.0,-7.267539,110.418076
369,3.064516129032258,Monumen Palagan Ambarawa,Budaya,Semarang,7500,20.0,-7.2598861,110.4025602
370,2.625,Benteng Pendem,Budaya,Semarang,5000,60.0,-7.2706462,110.4103291
371,3.111111111111111,Wisata Eling Bening,Cagar Alam,Semarang,25000,90.0,-7.2531096,110.4264512
372,2.9583333333333335,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,60.0,-7.2552364,110.3991897
373,2.925925925925926,Museum Kereta Ambarawa,Budaya,Semarang,10000,60.0,-7.2645989,110.4046017
374,3.142857142857143,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,60.0,-7.395606,110.4517727
375,2.9523809523809526,Kota Lama Semarang,Budaya,Semarang,0,90.0,-6.9681399,110.4278611
376,2.9166666666666665,Semarang Chinatown,Budaya,Semarang,30000,30.0,-6.9749923,110.424954
377,3.3225806451612905,La Kana Chapel,Taman Hiburan,Semarang,35000,60.0,-7.2156923,110.3649392
378,3.04,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,60.0,-7.2678201,110.4483217
379,3.2222222222222223,Goa Rong,Cagar Alam,Semarang,5000,60.0,-7.2721621,110.4698457
380,2.9375,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,60.0,-7.1350705,110.4088131
381,2.9655172413793105,Tugu Muda Semarang,Budaya,Semarang,0,60.0,-6.9843485,110.4093207
382,3.2857142857142856,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,90.0,-7.2539005,110.4414953
383,2.2916666666666665,Taman Tabanas,Taman Hiburan,Semarang,0,60.0,-7.0388032,110.4215576
384,3.15,Kampung Tematik Jawi,Budaya,Semarang,0,90.0,-7.0290974,110.3775382
385,2.9565217391304346,Kampung Batik Gedong Semarang,Budaya,Semarang,0,45.0,-6.9688821,110.4318692
386,2.8260869565217392,Air Terjun Semirang,Cagar Alam,Semarang,9000,60.0,-7.1662971,110.381068
387,3.5555555555555554,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,60.0,-7.0372113,110.3476164
388,2.9565217391304346,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,60.0,-7.1298066,110.388832
389,2.3181818181818183,Brown Canyon,Cagar Alam,Semarang,0,30.0,-7.0565164,110.4862531
390,2.7857142857142856,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,45.0,-7.0967079,110.3900517
391,3.0,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,45.0,-7.2241813,110.3782661
392,3.3125,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,60.0,-7.3086482,112.8216622
393,3.0476190476190474,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,60.0,-7.2952211,112.8035603
394,2.769230769230769,Air Mancur Menari,Taman Hiburan,Surabaya,35000,45.0,-7.2356933,112.7955234
395,3.3043478260869565,Taman Prestasi,Taman Hiburan,Surabaya,0,45.0,-7.2614722,112.7428284
396,3.3684210526315788,Monumen Kapal Selam,Budaya,Surabaya,15000,30.0,-7.2654304,112.7503052
397,3.0952380952380953,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,45.0,-7.3182202,112.7842405
398,3.074074074074074,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,30.0,-7.2662139,112.795281
399,3.588235294117647,Taman Pelangi,Taman Hiburan,Surabaya,0,20.0,-7.3275604,112.7312242
400,2.5217391304347827,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,25.0,-7.2941909,112.8017238
401,3.576923076923077,Taman Keputran,Taman Hiburan,Surabaya,0,45.0,-7.2732153,112.744102
402,3.21875,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,120.0,-7.251022,112.6620053
403,2.0625,Taman Barunawati,Taman Hiburan,Surabaya,0,30.0,-7.2220559,112.7319967
404,2.7,Kenjeran Park,Taman Hiburan,Surabaya,35000,120.0,-7.2522964,112.7966952
405,3.0,Surabaya North Quay,Taman Hiburan,Surabaya,50000,45.0,-7.1968193,112.7324578
406,2.8620689655172415,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,30.0,-7.3123655,112.7889021
407,3.423076923076923,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,45.0,-7.2573072,112.7437199
408,2.8181818181818183,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,180.0,-7.2959546,112.7366094
409,3.0625,Rumah Batik,Budaya,Surabaya,0,15.0,-7.278736,112.718453
410,2.9523809523809526,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,90.0,-7.2861707,112.6333338
411,3.210526315789474,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,45.0,-7.2522754,112.7468796
412,3.3333333333333335,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,0,45.0,-7.3366141,112.7151806
413,3.076923076923077,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,45.0,-7.227185,112.718997
414,2.8095238095238093,Jembatan Merah,Budaya,Surabaya,0,30.0,-7.2367447,112.7383009
415,2.2941176470588234,Museum De Javasche Bank,Budaya,Surabaya,5000,60.0,-7.2353939,112.7367646
416,3.933333333333333,Keraton Surabaya,Budaya,Surabaya,0,45.0,-7.2567553,112.7942203
417,2.730769230769231,Klenteng Sanggar Agung,Budaya,Surabaya,10000,45.0,-7.246944,112.802222
418,2.923076923076923,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,45.0,-7.2454369,112.7378985
419,3.263157894736842,Monumen Tugu Pahlawan,Budaya,Surabaya,0,30.0,-7.246926,112.73781
420,3.3333333333333335,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,45.0,-7.2562972,112.7379955
421,2.95,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,45.0,-7.240328,112.731431
422,3.5,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,15.0,-7.1954748,112.7395206
423,2.25,Patung Sura dan Buaya,Budaya,Surabaya,0,30.0,-7.2960492,112.7387012
424,2.923076923076923,Pantai Ria Kenjeran,Bahari,Surabaya,15000,45.0,-7.2509164,112.8009332
425,3.32,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,45.0,-7.2477963,112.7998235
426,2.9545454545454546,Balai Kota Surabaya,Budaya,Surabaya,0,60.0,-7.2592948,112.7470512
427,2.9642857142857144,Patung Buddha Empat Rupa,Budaya,Surabaya,0,45.0,-7.2472841,112.8010814
428,3.2916666666666665,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,15.0,-7.2677755,112.7443898
429,3.238095238095238,House of Sampoerna,Budaya,Surabaya,0,30.0,-7.2308173,112.7342344
430,3.09375,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,120.0,-7.2516189,112.8009694
431,3.5,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,45.0,-7.252291,112.7520012
432,3.3333333333333335,Taman Mundu,Taman Hiburan,Surabaya,0,30.0,-7.2516046,112.7545983
433,3.3043478260869565,Museum Mpu Tantular,Budaya,Surabaya,2000,45.0,-7.4338593,112.7199058
434,2.4,Taman Bungkul,Taman Hiburan,Surabaya,0,45.0,-7.2913468,112.7398218
435,3.0,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,45.0,-7.2752955,112.7549381
436,3.090909090909091,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,45.0,-7.2943303,112.7617534
437,3.2972972972972974,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,45.0,-7.2420758,112.7368158
